"uid","store_name","license_id","account_number","square_feet","buffer_size","address","zip_code","community_area_name_x","community_area_x","ward","census_tract","census_block","x_coordinate","y_coordinate","latitude","longitude","location","community_areas","zip_codes","boundaries_zip_codes","census_tracts","wards","computed_region_awaf_s7ux","KEY","community_area_y","community_area_name_y","birth_rate","low_birth_weight","prenatal_care_beginning_in_first_trimester","preterm_births","teen_birth_rate","infant_mortality_rate","below_poverty_level","crowded_housing","dependency","no_high_school_diploma","per_capita_income","unemployment"
496,"CARNICERIA GUANAJUATO #3",2060960,357299,9000,"B","3132 N CALIFORNIA AVE",60618,"AVONDALE",21,33,17031210800,170312108001001,1157122.78393106,1920845.3084349,41.9385697153,-87.6979459455,"(41.9385697153, -87.6979459455)",22,21538,39,466,20,2,"avondale",21,"Avondale",18.5,7.3,74.4,7.5,63.4,5.7,14.6,5.8,30.4,25.7,20489,9.3
497,"MINI MERCADO LA BETANIA",33473,3205,2640,"B","2800 S TRIPP AVE",60623,"SOUTH LAWNDALE",30,22,17031301803,170313018033002,1148469.25293755,1885006.79859615,41.8403965367,-87.7306750125,"(41.8403965367, -87.7306750125)",32,21569,57,248,28,14,"southlawndale",30,"South Lawndale",19.5,7.6,85.1,9.6,77.5,5.9,28.1,17.6,33.1,58.7,10697,11.5
498,"JERUSALEM LIQUORS",440,80,4500,"B","3133 W LAWRENCE AVE",60625,"ALBANY PARK",14,33,17031140800,170311408005007,1154472.8354969,1931680.14072245,41.9683547002,-87.7073943249,"(41.9683547002, -87.7073943249)",14,21849,20,258,20,2,"albanypark",14,"Albany Park",18.3,8.5,73.3,8.3,44.5,4.9,17.1,11.2,32.1,34.9,20355,9
499,"WALGREENS # 05192",1144217,147,,"A","2924 E 92ND ST",60617,"SOUTH CHICAGO",46,7,17031461000,170315000000000,1197293.218,1844562.952,41.72833654,-87.55286024,"(41.72833654, -87.55286024)",42,21202,25,510,37,43,"southchicago",46,"South Chicago",18.1,13,75.3,15.1,76.8,17.7,28,5.9,43.1,28.2,15393,17.7
500,"JEWEL FOOD STORE #3114",1388,259,20860,"A","3128 W 103RD ST",60655,"MOUNT GREENWOOD",74,19,17031740100,170317401001002,1157251.36533926,1836208.39279676,41.7063128446,-87.6997671192,"(41.7063128446, -87.6997671192)",73,4447,33,256,42,33,"mountgreenwood",74,"Mount Greenwood",12.5,8.4,94.5,15.1,7.7,3.3,3.1,1.1,37,4.5,34221,6.9
501,"WALGREENS #11410",1959845,7551,,"A","1627 N PULASKI RD",60639,"HUMBOLDT PARK",23,30,17031230400,170312000000000,1149504.572,1910639.095,41.91071448,-87.72621042,"(41.91071448, -87.72621042)",24,22615,1,391,49,27,"humboldtpark",23,"Humboldt Park",19.2,12.3,70.9,11.7,77.9,9.8,32.6,11.2,38.3,36.8,13391,12.3
502,"TIERRA CALIENTE MARKET",1769425,311388,3125,"B","1402 N ASHLAND AVE",60622,"WEST TOWN",24,1,17031241500,170312415002014,1165430.19326394,1909440.71828794,41.9071018181,-87.6677396553,"(41.9071018181, -87.6677396553)",25,21560,4,482,11,24,"westtown",24,"West Town",18.8,9.1,75.5,10.8,49.2,5.1,15.7,2,22.9,13.4,39596,6
503,"QUALITY FOOD ON 71 ST INC",76481,22614,3000,"B","2557 W 71ST ST",60629,"CHICAGO LAWN",66,18,17031661000,170316610004004,1160309.13387944,1857439.33151556,41.7645116769,-87.687986655,"(41.7645116769, -87.687986655)",64,21867,58,333,30,6,"chicagolawn",66,"Chicago Lawn",20.1,9.4,78.4,10.8,67.4,11.1,22.2,6.5,40,31.6,14405,11.9
504,"JEWEL FOOD STORE #3302",1402,259,25431,"A","3644 S ARCHER AVE",60609,"MCKINLEY PARK",59,11,17031590500,170315905001037,1161644.38478915,1880433.81074469,41.8275838968,-87.6824544425,"(41.8275838968, -87.6824544425)",56,14924,37,719,1,26,"mckinleypark",59,"McKinley Park",16.7,7.3,80.5,9.9,47.9,7.3,16.1,6.9,33.7,31.8,17577,11.9
505,"CERMAK PRODUCE",1770942,311980,17000,"A","3311 W 26TH ST",60623,"SOUTH LAWNDALE",30,22,17031840800,170318408001003,1154665.27186721,1886497.89361504,41.8443667287,-87.7078980538,"(41.8443667287, -87.7078980538)",32,21569,57,146,1,14,"southlawndale",30,"South Lawndale",19.5,7.6,85.1,9.6,77.5,5.9,28.1,17.6,33.1,58.7,10697,11.5
